证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
002678.SZ,珠江钢琴,娱乐用品,,,
300019.SZ,硅宝科技,有机硅,,,
300227.SZ,光韵达,激光设备,,,
300834.SZ,星辉环材,改性塑料,,,
605011.SH,杭州热电,热力服务,,,
300047.SZ,天源迪科,垂直应用软件,,,
002655.SZ,共达电声,消费电子零部件及组装,,,
301099.SZ,雅创电子,其他电子Ⅲ,,,
002042.SZ,华孚时尚,棉纺,,,
301580.SZ,爱迪特,医疗耗材,,,
002307.SZ,北新路桥,基建市政工程,,,
603517.SH,ST绝味,熟食,,,
002023.SZ,海特高新,航空装备Ⅲ,,,
000631.SZ,顺发恒能,住宅开发,,,
600987.SH,航民股份,印染,,,
300925.SZ,法本信息,垂直应用软件,,,
000913.SZ,钱江摩托,摩托车,,,
300991.SZ,创益通,其他电子Ⅲ,,,
688087.SH,英科再生,其他塑料制品,,,
000503.SZ,国新健康,垂直应用软件,,,
688112.SH,鼎阳科技,仪器仪表,,,
603108.SH,润达医疗,医药流通,,,
603686.SH,福龙马,综合环境治理,,,
688090.SH,瑞松科技,机器人,,,
301408.SZ,华人健康,线下药店,,,
000597.SZ,东北制药,化学制剂,,,
300681.SZ,英搏尔,汽车电子电气系统,,,
000735.SZ,罗牛山,生猪养殖,,,
603416.SH,信捷电气,机器人,,,
000016.SZ,深康佳A,冰洗,,,
002708.SZ,光洋股份,底盘与发动机系统,,,
002038.SZ,双鹭药业,化学制剂,,,
688305.SH,科德数控,机床工具,,,
000720.SZ,新能泰山,线缆部件及其他,,,
300079.SZ,数码视讯,IT服务Ⅲ,,,
688507.SH,索辰科技,垂直应用软件,,,
300539.SZ,横河精密,其他塑料制品,,,
000402.SZ,金融街,商业地产,,,
301280.SZ,珠城科技,家电零部件Ⅲ,,,
002256.SZ,兆新股份,光伏发电,,,
300036.SZ,超图软件,横向通用软件,,,
003041.SZ,真爱美家,家纺,,,
301590.SZ,优优绿能,其他电源设备Ⅲ,,,
002721.SZ,金一文化,钟表珠宝,,,
301339.SZ,通行宝,其他计算机设备,,,
688570.SH,天玛智控,工控设备,,,
002490.SZ,山东墨龙,能源及重型设备,,,
300217.SZ,东方电热,家电零部件Ⅲ,,,
300505.SZ,川金诺,磷肥及磷化工,,,
300232.SZ,洲明科技,LED,,,
603897.SH,长城科技,线缆部件及其他,,,
603989.SH,艾华集团,被动元件,,,
603370.SH,华新精科,电机Ⅲ,,,
600846.SH,同济科技,工程咨询服务Ⅲ,,,
688230.SH,芯导科技,分立器件,,,
002106.SZ,莱宝高科,面板,,,
002833.SZ,弘亚数控,其他专用设备,,,
300341.SZ,麦克奥迪,医疗设备,,,
300046.SZ,台基股份,分立器件,,,
300249.SZ,依米康,其他计算机设备,,,
003006.SZ,百亚股份,生活用纸,,,
301607.SZ,富特科技,汽车电子电气系统,,,
002657.SZ,中科金财,IT服务Ⅲ,,,
601116.SH,三江购物,超市,,,
688562.SH,航天软件,IT服务Ⅲ,,,
600084.SH,中信尼雅,其他酒类,,,
003040.SZ,楚天龙,通信终端及配件,,,
002546.SZ,新联电子,电工仪器仪表,,,
688621.SH,阳光诺和,医疗研发外包,,,
603091.SH,众鑫股份,纸包装,,,
000755.SZ,山西高速,高速公路,,,
601121.SH,宝地矿业,铁矿石,,,
000008.SZ,神州高铁,轨交设备Ⅲ,,,
003043.SZ,华亚智能,半导体设备,,,
688011.SH,新光光电,军工电子Ⅲ,,,
600477.SH,杭萧钢构,钢结构,,,
603489.SH,八方股份,电机Ⅲ,,,
300429.SZ,强力新材,电子化学品Ⅲ,,,
600742.SH,富维股份,车身附件及饰件,,,
600708.SH,光明地产,住宅开发,,,
301617.SZ,博苑股份,其他化学制品,,,
301608.SZ,博实结,其他计算机设备,,,
300048.SZ,合康新能,工控设备,,,
002289.SZ,*ST宇顺,面板,,,
688577.SH,浙海德曼,机床工具,,,
301622.SZ,英思特,磁性材料,,,
688221.SH,前沿生物-U,化学制剂,,,
600586.SH,金晶科技,玻璃制造,,,
002298.SZ,中电鑫龙,垂直应用软件,,,
301260.SZ,格力博,农用机械,,,
300783.SZ,三只松鼠,零食,,,
688601.SH,力芯微,模拟芯片设计,,,
301248.SZ,杰创智能,IT服务Ⅲ,,,
301609.SZ,山大电力,电网自动化设备,,,
002242.SZ,九阳股份,厨房小家电,,,
688276.SH,百克生物,疫苗,,,
002727.SZ,一心堂,线下药店,,,
300841.SZ,康华生物,疫苗,,,
002632.SZ,道明光学,膜材料,,,
000915.SZ,华特达因,化学制剂,,,
002073.SZ,软控股份,其他专用设备,,,
002489.SZ,浙江永强,成品家居,,,
300868.SZ,杰美特,消费电子零部件及组装,,,
600780.SH,通宝能源,火力发电,,,
605555.SH,德昌股份,清洁小家电,,,
001376.SZ,百通能源,热力服务,,,
002206.SZ,海利得,涤纶,,,
600525.SH,ST长园,输变电设备,,,
603071.SH,物产环能,动力煤,,,
002101.SZ,广东鸿图,其他汽车零部件,,,
002194.SZ,武汉凡谷,通信网络设备及器件,,,
603708.SH,家家悦,超市,,,
688679.SH,通源环境,固废治理,,,
603395.SH,红四方,复合肥,,,
603121.SH,华培动力,底盘与发动机系统,,,
002612.SZ,朗姿股份,非运动服装,,,
002201.SZ,九鼎新材,玻纤制造,,,
603122.SH,合富中国,医药流通,,,
300440.SZ,运达科技,IT服务Ⅲ,,,
300082.SZ,奥克股份,其他化学原料,,,
002697.SZ,红旗连锁,超市,,,
603303.SH,得邦照明,照明设备Ⅲ,,,
000524.SZ,岭南控股,旅游综合,,,
603010.SH,万盛股份,其他化学制品,,,
300451.SZ,创业慧康,垂直应用软件,,,
603128.SH,华贸物流,跨境物流,,,
688228.SH,开普云,IT服务Ⅲ,,,
002803.SZ,吉宏股份,跨境电商,,,
000813.SZ,德展健康,化学制剂,,,
600770.SH,综艺股份,综合Ⅲ,,,
920799.BJ,艾融软件,垂直应用软件,,,
603286.SH,日盈电子,底盘与发动机系统,,,
603353.SH,和顺石油,油品石化贸易,,,
003012.SZ,东鹏控股,瓷砖地板,,,
000409.SZ,云鼎科技,IT服务Ⅲ,,,
605286.SH,同力天启,楼宇设备,,,
605128.SH,上海沿浦,车身附件及饰件,,,
600903.SH,贵州燃气,燃气Ⅲ,,,
002302.SZ,西部建设,水泥制品,,,
002047.SZ,*ST宝鹰,装修装饰Ⅲ,,,
688648.SH,中邮科技,其他专用设备,,,
688020.SH,方邦股份,印制电路板,,,
000881.SZ,中广核技,其他化学制品,,,
603125.SH,常青科技,其他化学制品,,,
688210.SH,统联精密,消费电子零部件及组装,,,
600713.SH,南京医药,医药流通,,,
002165.SZ,红宝丽,聚氨酯,,,
301323.SZ,新莱福,磁性材料,,,
002232.SZ,启明信息,IT服务Ⅲ,,,
300196.SZ,长海股份,玻纤制造,,,
002014.SZ,永新股份,塑料包装,,,
603367.SH,辰欣药业,化学制剂,,,
001322.SZ,箭牌家居,卫浴制品,,,
300137.SZ,先河环保,环保设备Ⅲ,,,
000589.SZ,贵州轮胎,轮胎轮毂,,,
603211.SH,晋拓股份,其他汽车零部件,,,
002824.SZ,和胜股份,铝,,,
300918.SZ,南山智尚,其他纺织,,,
688639.SH,华恒生物,食品及饲料添加剂,,,
688227.SH,品高股份,IT服务Ⅲ,,,
002737.SZ,葵花药业,中药Ⅲ,,,
603685.SH,晨丰科技,LED,,,
301000.SZ,肇民科技,其他汽车零部件,,,
300147.SZ,ST香雪,中药Ⅲ,,,
300774.SZ,倍杰特,水务及水治理,,,
688377.SH,迪威尔,能源及重型设备,,,
002057.SZ,中钢天源,检测服务,,,
603668.SH,天马科技,水产饲料,,,
300705.SZ,九典制药,化学制剂,,,
002383.SZ,合众思壮,军工电子Ⅲ,,,
300421.SZ,力星股份,金属制品,,,
002510.SZ,天汽模,其他汽车零部件,,,
300579.SZ,数字认证,垂直应用软件,,,
002328.SZ,新朋股份,其他汽车零部件,,,
300358.SZ,楚天科技,医疗设备,,,
002279.SZ,久其软件,横向通用软件,,,
301683.SZ,慧谷新材,涂料油墨,,,
301556.SZ,托普云农,IT服务Ⅲ,,,
300258.SZ,精锻科技,底盘与发动机系统,,,
300756.SZ,金马游乐,其他专用设备,,,
605228.SH,神通科技,车身附件及饰件,,,
600545.SH,卓郎智能,纺织服装设备,,,
600367.SH,红星发展,无机盐,,,
300389.SZ,艾比森,LED,,,
300619.SZ,金银河,锂电专用设备,,,
002029.SZ,七匹狼,非运动服装,,,
688151.SH,华强科技,医疗耗材,,,
002801.SZ,微光股份,电机Ⅲ,,,
603890.SH,春秋电子,消费电子零部件及组装,,,
002424.SZ,ST百灵,中药Ⅲ,,,
688371.SH,菲沃泰,电子化学品Ⅲ,,,
688330.SH,宏力达,电网自动化设备,,,
603822.SH,ST嘉澳,其他化学制品,,,
000595.SZ,*ST宝实,金属制品,,,
300946.SZ,恒而达,金属制品,,,
300581.SZ,晨曦航空,航空装备Ⅲ,,,
600826.SH,兰生股份,会展服务,,,
688232.SH,新点软件,垂直应用软件,,,
300695.SZ,兆丰股份,轮胎轮毂,,,
300403.SZ,汉宇集团,家电零部件Ⅲ,,,
300711.SZ,广哈通信,其他通信设备,,,
300406.SZ,九强生物,体外诊断,,,
688636.SH,智明达,军工电子Ⅲ,,,
002067.SZ,景兴纸业,大宗用纸,,,
300984.SZ,金沃股份,其他通用设备,,,
603239.SH,浙江仙通,其他汽车零部件,,,
002560.SZ,通达股份,线缆部件及其他,,,
688550.SH,瑞联新材,电子化学品Ⅲ,,,
603131.SH,上海沪工,其他通用设备,,,
688046.SH,药康生物,医疗研发外包,,,
688526.SH,科前生物,动物保健Ⅲ,,,
603197.SH,保隆科技,其他汽车零部件,,,
603366.SH,日出东方,卫浴电器,,,
301101.SZ,明月镜片,文化用品,,,
600650.SH,锦江在线,公交,,,
300189.SZ,神农种业,种子,,,
300043.SZ,星辉娱乐,游戏Ⅲ,,,
002915.SZ,中欣氟材,氟化工,,,
000025.SZ,特力A,综合Ⅲ,,,
600736.SH,苏州高新,住宅开发,,,
000821.SZ,ST京机,光伏加工设备,,,
603400.SH,华之杰,金属制品,,,
000531.SZ,穗恒运A,火力发电,,,
002196.SZ,方正电机,电机Ⅲ,,,
600223.SH,福瑞达,品牌化妆品,,,
603275.SH,众辰科技,工控设备,,,
002552.SZ,宝鼎科技,金属制品,,,
301004.SZ,嘉益股份,其他家居用品,,,
000753.SZ,漳州发展,综合Ⅲ,,,
000566.SZ,海南海药,化学制剂,,,
002127.SZ,南极电商,电商服务,,,
605339.SH,南侨食品,烘焙食品,,,
002300.SZ,太阳电缆,线缆部件及其他,,,
000557.SZ,西部创业,铁路运输,,,
002210.SZ,飞马国际,固废治理,,,
603090.SH,宏盛股份,其他通用设备,,,
002562.SZ,兄弟科技,食品及饲料添加剂,,,
600284.SH,浦东建设,基建市政工程,,,
300490.SZ,华自科技,锂电专用设备,,,
001338.SZ,永顺泰,其他农产品加工,,,
000601.SZ,韶能股份,水力发电,,,
605179.SH,一鸣食品,乳品,,,
600981.SH,苏豪汇鸿,贸易Ⅲ,,,
002515.SZ,金字火腿,肉制品,,,
002649.SZ,博彦科技,IT服务Ⅲ,,,
002358.SZ,森源电气,输变电设备,,,
601500.SH,通用股份,轮胎轮毂,,,
603368.SH,柳药集团,医药流通,,,
000560.SZ,我爱我家,房产租赁经纪,,,
600897.SH,厦门空港,机场,,,
300737.SZ,科顺股份,防水材料,,,
002164.SZ,宁波东力,金属制品,,,
300587.SZ,天铁科技,其他橡胶制品,,,
002902.SZ,铭普光磁,通信网络设备及器件,,,
688135.SH,利扬芯片,集成电路封测,,,
002166.SZ,莱茵生物,食品及饲料添加剂,,,
300343.SZ,ST联创,氟化工,,,
600975.SH,新五丰,生猪养殖,,,
603191.SH,望变电气,输变电设备,,,
000551.SZ,创元科技,环保设备Ⅲ,,,
301387.SZ,光大同创,消费电子零部件及组装,,,
603135.SH,中重科技,能源及重型设备,,,
600819.SH,耀皮玻璃,玻璃制造,,,
300066.SZ,三川智慧,仪器仪表,,,
002959.SZ,小熊电器,厨房小家电,,,
603867.SH,新化股份,其他化学制品,,,
603901.SH,永创智能,印刷包装机械,,,
600936.SH,北投科技,电视广播Ⅲ,,,
002334.SZ,英威腾,工控设备,,,
603257.SH,中国瑞林,工程咨询服务Ⅲ,,,
000036.SZ,华联控股,住宅开发,,,
600683.SH,京投发展,住宅开发,,,
603855.SH,华荣股份,其他专用设备,,,
301261.SZ,恒工精密,金属制品,,,
000957.SZ,中通客车,商用载客车,,,
688720.SH,艾森股份,半导体材料,,,
300909.SZ,汇创达,面板,,,
603173.SH,福斯达,能源及重型设备,,,
688334.SH,西高院,检测服务,,,
002530.SZ,金财互联,其他专用设备,,,
600868.SH,梅雁吉祥,水力发电,,,
301613.SZ,新铝时代,其他汽车零部件,,,
688282.SH,理工导航,航天装备Ⅲ,,,
301391.SZ,卡莱特,其他计算机设备,,,
605098.SH,行动教育,培训教育,,,
301366.SZ,一博科技,印制电路板,,,
688697.SH,纽威数控,机床工具,,,
000090.SZ,天健集团,住宅开发,,,
301141.SZ,中科磁业,磁性材料,,,
300507.SZ,苏奥传感,底盘与发动机系统,,,
002791.SZ,坚朗五金,其他建材,,,
600513.SH,联环药业,化学制剂,,,
000852.SZ,石化机械,能源及重型设备,,,
688225.SH,亚信安全,横向通用软件,,,
002501.SZ,利源股份,铝,,,
301525.SZ,儒竞科技,制冷空调设备,,,
301265.SZ,华新科技,固废治理,,,
688707.SH,振华新材,电池化学品,,,
300569.SZ,天能重工,风电零部件,,,
605088.SH,冠盛股份,底盘与发动机系统,,,
600138.SH,中青旅,人工景区,,,
300586.SZ,美联新材,改性塑料,,,
605007.SH,五洲特纸,特种纸,,,
600843.SH,上工申贝,纺织服装设备,,,
301076.SZ,新瀚新材,其他化学制品,,,
002885.SZ,京泉华,其他电子Ⅲ,,,
002765.SZ,蓝黛科技,其他汽车零部件,,,
600203.SH,福日电子,消费电子零部件及组装,,,
688628.SH,优利德,仪器仪表,,,
300400.SZ,劲拓股份,其他自动化设备,,,
603153.SH,上海建科,工程咨询服务Ⅲ,,,
300004.SZ,南风股份,其他专用设备,,,
300882.SZ,万胜智能,电工仪器仪表,,,
300572.SZ,安车检测,检测服务,,,
688007.SH,光峰科技,品牌消费电子,,,
000890.SZ,法尔胜,环保设备Ⅲ,,,
600815.SH,厦工股份,工程机械整机,,,
688157.SH,松井股份,涂料油墨,,,
920394.BJ,民士达,特种纸,,,
002777.SZ,久远银海,IT服务Ⅲ,,,
002752.SZ,昇兴股份,金属包装,,,
002045.SZ,国光电器,品牌消费电子,,,
603877.SH,太平鸟,非运动服装,,,
002997.SZ,瑞鹄模具,其他汽车零部件,,,
300533.SZ,冰川网络,游戏Ⅲ,,,
002884.SZ,凌霄泵业,其他通用设备,,,
688186.SH,广大特材,风电零部件,,,
002419.SZ,天虹股份,百货,,,
002314.SZ,南山控股,住宅开发,,,
603499.SH,翔港科技,纸包装,,,
920037.BJ,广信科技,线缆部件及其他,,,
301042.SZ,安联锐视,安防设备,,,
002772.SZ,众兴菌业,食用菌,,,
300697.SZ,电工合金,铜,,,
601968.SH,宝钢包装,金属包装,,,
300819.SZ,聚杰微纤,其他纺织,,,
300183.SZ,东软载波,其他通信设备,,,
000936.SZ,华西股份,涤纶,,,
000888.SZ,峨眉山A,自然景区,,,
300292.SZ,吴通控股,通信应用增值服务,,,
688095.SH,福昕软件,横向通用软件,,,
688539.SH,高华科技,被动元件,,,
600817.SH,宇通重工,环保设备Ⅲ,,,
688610.SH,埃科光电,仪器仪表,,,
300852.SZ,四会富仕,印制电路板,,,
301508.SZ,中机认检,检测服务,,,
300463.SZ,迈克生物,体外诊断,,,
002956.SZ,西麦食品,烘焙食品,,,
300465.SZ,高伟达,垂直应用软件,,,
600255.SH,鑫科材料,其他金属新材料,,,
600425.SH,青松建化,水泥制造,,,
002667.SZ,威领股份,能源及重型设备,,,
001288.SZ,运机集团,能源及重型设备,,,
300531.SZ,优博讯,其他计算机设备,,,
301333.SZ,诺思格,医疗研发外包,,,
300369.SZ,绿盟科技,横向通用软件,,,
920640.BJ,富士达,通信线缆及配套,,,
300278.SZ,华昌达,工控设备,,,
600227.SH,赤天化,氮肥,,,
000501.SZ,武商集团,百货,,,
002971.SZ,和远气体,其他化学制品,,,
688696.SH,极米科技,其他黑色家电,,,
688311.SH,盟升电子,军工电子Ⅲ,,,
301468.SZ,博盈特焊,其他通用设备,,,
300293.SZ,蓝英装备,其他专用设备,,,
001283.SZ,豪鹏科技,锂电池,,,
603158.SH,腾龙股份,底盘与发动机系统,,,
002788.SZ,鹭燕医药,医药流通,,,
603988.SH,中电电机,电机Ⅲ,,,
600310.SH,广西能源,电能综合服务,,,
301252.SZ,同星科技,家电零部件Ⅲ,,,
603995.SH,甬金股份,特钢Ⅲ,,,
603348.SH,文灿股份,其他汽车零部件,,,
301188.SZ,力诺药包,医疗耗材,,,
603843.SH,*ST正平,基建市政工程,,,
300848.SZ,美瑞新材,聚氨酯,,,
600644.SH,乐山电力,电能综合服务,,,
001207.SZ,联科科技,炭黑,,,
600207.SH,安彩高科,光伏辅材,,,
600617.SH,国新能源,燃气Ⅲ,,,
301491.SZ,汉桑科技,消费电子零部件及组装,,,
002452.SZ,长高电新,输变电设备,,,
002707.SZ,众信旅游,旅游综合,,,
600288.SH,大恒科技,横向通用软件,,,
001356.SZ,富岭股份,其他家居用品,,,
002349.SZ,精华制药,中药Ⅲ,,,
002590.SZ,万安科技,底盘与发动机系统,,,
688416.SH,恒烁股份,数字芯片设计,,,
300951.SZ,博硕科技,消费电子零部件及组装,,,
603391.SH,力聚热能,能源及重型设备,,,
300018.SZ,中元股份,电网自动化设备,,,
300123.SZ,亚光科技,军工电子Ⅲ,,,
002297.SZ,博云新材,航空装备Ⅲ,,,
000718.SZ,苏宁环球,住宅开发,,,
300099.SZ,尤洛卡,能源及重型设备,,,
688079.SH,美迪凯,光学元件,,,
601011.SH,宝泰隆,焦炭Ⅲ,,,
600433.SH,冠豪高新,特种纸,,,
002427.SZ,尤夫股份,涤纶,,,
301558.SZ,三态股份,跨境电商,,,
301256.SZ,华融化学,无机盐,,,
002543.SZ,万和电气,卫浴电器,,,
688566.SH,吉贝尔,化学制剂,,,
603823.SH,百合花,涂料油墨,,,
300291.SZ,百纳千成,影视动漫制作,,,
002390.SZ,信邦制药,中药Ⅲ,,,
000892.SZ,欢瑞世纪,影视动漫制作,,,
300506.SZ,ST名家汇,装修装饰Ⅲ,,,
605086.SH,龙高股份,非金属材料Ⅲ,,,
603701.SH,德宏股份,底盘与发动机系统,,,
600053.SH,九鼎投资,资产管理,,,
002940.SZ,昂利康,化学制剂,,,
300057.SZ,万顺新材,铝,,,
601279.SH,英利汽车,其他汽车零部件,,,
002225.SZ,濮耐股份,耐火材料,,,
002843.SZ,泰嘉股份,金属制品,,,
600569.SH,安阳钢铁,板材,,,
603113.SH,金能科技,其他化学原料,,,
300959.SZ,线上线下,通信应用增值服务,,,
301160.SZ,翔楼新材,特钢Ⅲ,,,
300791.SZ,仙乐健康,保健品,,,
002866.SZ,传艺科技,消费电子零部件及组装,,,
605050.SH,福然德,原材料供应链服务,,,
688293.SH,奥浦迈,其他生物制品,,,
603609.SH,禾丰股份,畜禽饲料,,,
600217.SH,中再资环,固废治理,,,
002482.SZ,广田集团,装修装饰Ⅲ,,,
301325.SZ,曼恩斯特,锂电专用设备,,,
000670.SZ,盈方微,其他电子Ⅲ,,,
002526.SZ,山东矿机,能源及重型设备,,,
300952.SZ,恒辉安防,鞋帽及其他,,,
600990.SH,四创电子,军工电子Ⅲ,,,
605338.SH,巴比食品,预加工食品,,,
301303.SZ,真兰仪表,仪器仪表,,,
300663.SZ,科蓝软件,垂直应用软件,,,
603016.SH,新宏泰,配电设备,,,
300039.SZ,上海凯宝,中药Ⅲ,,,
600382.SH,广东明珠,铁矿石,,,
002454.SZ,松芝股份,汽车电子电气系统,,,
301538.SZ,骏鼎达,改性塑料,,,
301376.SZ,致欧科技,成品家居,,,
300669.SZ,沪宁股份,楼宇设备,,,
300192.SZ,科德教育,培训教育,,,
600860.SH,京城股份,金属制品,,,
688816.SH,易思维,其他自动化设备,,,
300006.SZ,莱美药业,化学制剂,,,
600278.SH,东方创业,贸易Ⅲ,,,
688136.SH,科兴制药,其他生物制品,,,
002822.SZ,ST中装,装修装饰Ⅲ,,,
000411.SZ,英特集团,医药流通,,,
603312.SH,西典新能,输变电设备,,,
002880.SZ,卫光生物,血液制品,,,
300447.SZ,全信股份,军工电子Ⅲ,,,
300286.SZ,安科瑞,电工仪器仪表,,,
600571.SH,信雅达,IT服务Ⅲ,,,
603567.SH,珍宝岛,中药Ⅲ,,,
301368.SZ,丰立智能,金属制品,,,
600368.SH,五洲交通,高速公路,,,
301181.SZ,标榜股份,其他汽车零部件,,,
002749.SZ,国光股份,农药,,,
000863.SZ,三湘印象,住宅开发,,,
300174.SZ,元力股份,其他化学制品,,,
000900.SZ,现代投资,高速公路,,,
688667.SH,菱电电控,汽车电子电气系统,,,
002112.SZ,三变科技,输变电设备,,,
603088.SH,宁波精达,机床工具,,,
000045.SZ,深纺织A,面板,,,
301367.SZ,瑞迈特,医疗设备,,,
002068.SZ,黑猫股份,炭黑,,,
603848.SH,好太太,成品家居,,,
600791.SH,京能置业,住宅开发,,,
300287.SZ,飞利信,IT服务Ⅲ,,,
688622.SH,禾信仪器,仪器仪表,,,
002638.SZ,勤上股份,照明设备Ⅲ,,,
600035.SH,楚天高速,高速公路,,,
600279.SH,重庆港,港口,,,
300203.SZ,聚光科技,环保设备Ⅲ,,,
300545.SZ,联得装备,面板,,,
002483.SZ,润邦股份,能源及重型设备,,,
002274.SZ,华昌化工,煤化工,,,
603803.SH,瑞斯康达,通信终端及配件,,,
300158.SZ,振东制药,中药Ⅲ,,,
300818.SZ,耐普矿机,磨具磨料,,,
601566.SH,九牧王,非运动服装,,,
301305.SZ,朗坤科技,固废治理,,,
301132.SZ,满坤科技,印制电路板,,,
300528.SZ,幸福蓝海,院线,,,
300471.SZ,厚普股份,其他专用设备,,,
300351.SZ,永贵电器,轨交设备Ⅲ,,,
301439.SZ,泓淋电力,线缆部件及其他,,,
000517.SZ,荣安地产,住宅开发,,,
000652.SZ,泰达股份,综合Ⅲ,,,
300261.SZ,雅本化学,农药,,,
600081.SH,东风科技,车身附件及饰件,,,
002393.SZ,力生制药,化学制剂,,,
605287.SH,德才股份,装修装饰Ⅲ,,,
002955.SZ,鸿合科技,面板,,,
301148.SZ,嘉戎技术,水务及水治理,,,
688179.SH,阿拉丁,其他化学制品,,,
600576.SH,祥源文旅,自然景区,,,
301319.SZ,唯特偶,电子化学品Ⅲ,,,
000593.SZ,德龙汇能,燃气Ⅲ,,,
300177.SZ,中海达,军工电子Ⅲ,,,
600825.SH,新华传媒,大众出版,,,
600829.SH,人民同泰,医药流通,,,
605580.SH,恒盛能源,热力服务,,,
002662.SZ,峰璟股份,车身附件及饰件,,,
920119.BJ,美德乐,锂电专用设备,,,
300044.SZ,ST赛为,IT服务Ⅲ,,,
601008.SH,连云港,港口,,,
003013.SZ,地铁设计,工程咨询服务Ⅲ,,,
300427.SZ,红相股份,电网自动化设备,,,
301349.SZ,信德新材,电池化学品,,,
002291.SZ,遥望科技,营销代理,,,
002930.SZ,宏川智慧,仓储物流,,,
605009.SH,豪悦护理,生活用纸,,,
301548.SZ,崇德科技,金属制品,,,
000430.SZ,ST张家界,自然景区,,,
603399.SH,永杉锂业,锂,,,
001388.SZ,信通电子,电网自动化设备,,,
300212.SZ,易华录,IT服务Ⅲ,,,
001332.SZ,锡装股份,能源及重型设备,,,
000615.SZ,*ST美谷,医美服务,,,
002986.SZ,宇新股份,其他石化,,,
002695.SZ,煌上煌,熟食,,,
300041.SZ,回天新材,有机硅,,,
002146.SZ,荣盛发展,住宅开发,,,
300215.SZ,电科院,检测服务,,,
300541.SZ,先进数通,IT服务Ⅲ,,,
603070.SH,万控智造,配电设备,,,
600679.SH,上海凤凰,其他运输设备,,,
300589.SZ,江龙船艇,航海装备Ⅲ,,,
688085.SH,三友医疗,医疗耗材,,,
600756.SH,浪潮软件,IT服务Ⅲ,,,
002846.SZ,英联股份,金属包装,,,
002757.SZ,南兴股份,其他专用设备,,,
000678.SZ,襄阳轴承,底盘与发动机系统,,,
688280.SH,精进电动-UW,底盘与发动机系统,,,
600469.SH,风神股份,轮胎轮毂,,,
300397.SZ,天和防务,军工电子Ⅲ,,,
688485.SH,九州一轨,轨交设备Ⅲ,,,
300467.SZ,迅游科技,游戏Ⅲ,,,
600982.SH,宁波能源,热力服务,,,
688315.SH,诺禾致源,其他医疗服务,,,
300233.SZ,金城医药,化学制剂,,,
600449.SH,宁夏建材,水泥制造,,,
001314.SZ,亿道信息,消费电子零部件及组装,,,
301017.SZ,漱玉平民,线下药店,,,
605288.SH,凯迪股份,工控设备,,,
300781.SZ,因赛集团,营销代理,,,
920438.BJ,戈碧迦,光学元件,,,
600231.SH,凌钢股份,长材,,,
300981.SZ,中红医疗,医疗耗材,,,
000026.SZ,飞亚达,钟表珠宝,,,
603223.SH,恒通股份,油品石化贸易,,,
002907.SZ,华森制药,中药Ⅲ,,,
301310.SZ,鑫宏业,汽车电子电气系统,,,
603213.SH,镇洋发展,氯碱,,,
688685.SH,迈信林,航空装备Ⅲ,,,
600071.SH,凤凰光学,光学元件,,,
002235.SZ,安妮股份,特种纸,,,
300386.SZ,飞天诚信,其他计算机设备,,,
000523.SZ,红棉股份,综合Ⅲ,,,
002238.SZ,天威视讯,电视广播Ⅲ,,,
300727.SZ,润禾材料,有机硅,,,
603960.SH,克来机电,其他自动化设备,,,
002868.SZ,*ST绿康,动物保健Ⅲ,,,
002264.SZ,新华都,营销代理,,,
300856.SZ,科思股份,化妆品制造及其他,,,
688356.SH,键凯科技,原料药,,,
301518.SZ,长华化学,其他化学制品,,,
601700.SH,风范股份,线缆部件及其他,,,
600308.SH,华泰股份,大宗用纸,,,
002951.SZ,金时科技,其他电源设备Ⅲ,,,
300885.SZ,海昌新材,金属制品,,,
688197.SH,首药控股-U,化学制剂,,,
603590.SH,康辰药业,其他生物制品,,,
301348.SZ,蓝箭电子,集成电路封测,,,
000722.SZ,湖南发展,水力发电,,,
300563.SZ,神宇股份,通信线缆及配套,,,
002418.SZ,康盛股份,家电零部件Ⅲ,,,
605368.SH,蓝天燃气,燃气Ⅲ,,,
300559.SZ,佳发教育,垂直应用软件,,,
300788.SZ,中信出版,大众出版,,,
000717.SZ,中南股份,长材,,,
688219.SH,会通股份,改性塑料,,,
301012.SZ,扬电科技,输变电设备,,,
603325.SH,博隆技术,能源及重型设备,,,
300349.SZ,金卡智能,仪器仪表,,,
300355.SZ,蒙草生态,园林工程,,,
000521.SZ,长虹美菱,冰洗,,,
301182.SZ,凯旺科技,安防设备,,,
000948.SZ,南天信息,垂直应用软件,,,
002327.SZ,富安娜,家纺,,,
601177.SH,杭齿前进,金属制品,,,
600876.SH,凯盛新能,玻璃制造,,,
603383.SH,顶点软件,垂直应用软件,,,
300125.SZ,*ST聆达,光伏发电,,,
601588.SH,北辰实业,住宅开发,,,
002122.SZ,ST汇洲,机床工具,,,
600191.SH,华资实业,其他农产品加工,,,
601218.SH,吉鑫科技,风电零部件,,,
301282.SZ,金禄电子,印制电路板,,,
688456.SH,有研粉材,其他金属新材料,,,
301189.SZ,奥尼电子,品牌消费电子,,,
002421.SZ,达实智能,IT服务Ⅲ,,,
301096.SZ,百诚医药,医疗研发外包,,,
601086.SH,国芳集团,百货,,,
603889.SH,新澳股份,其他纺织,,,
300943.SZ,春晖智控,金属制品,,,
600088.SH,中视传媒,影视动漫制作,,,
002631.SZ,德尔未来,瓷砖地板,,,
688711.SH,宏微科技,分立器件,,,
